employee_id,first_name,last_name,salary,department_id,job_id,manager_id,hire_date
2827,Sara,Gibson,0.0,,FIN01,,2029-10-24
2828,Charles,Ingram,,,HYG01,3203.0,2025-10-26
2829,Marie,MILES,0.0,999.0,HR01,,2030-03-27
2830,Laura,Johnson,76664.72,101.0,MGR01,9999.0,2029-04-06
2831,Leah,Young,248601.04,,REC01,9999.0,2029-03-19
2832,Carlos ,Mcknight,201009.09,999.0,HR01,9999.0,2019-12-10
2833,Dennis,Barnes,91290.08,106.0,FIN01,,2029-05-21
2834,Kimberly,Welch,,,DDS01,2332.0,2027-12-19
2835,Stephanie,Pena,,110.0,HR01,,2029-12-04
2836,Kenneth,Garrison,128447.94,106.0,REC01,3136.0,2011-08-14
2837,Jennifer,Pitts,127779.12,104.0,REC01,2581.0,2018-03-03
2838,Kevin,Davis,86064.53,,AST01,3865.0,2023-09-30
2839,Tamara,Davis,,108.0,MGR01,,2019-08-06
2840,Kristin,Bridges,247029.2,102.0,SUR01,3807.0,2019-09-28
2841,Richard,Delgado,0.0,104.0,MGR01,9999.0,2018-02-08
2842,Kevin,Bullock,,114.0,SUR01,9999.0,2029-12-24
2843,Paul,Li,186423.88,,IT01,9999.0,2030-02-23
2844,Ashley,Hamilton,,,FIN01,,2029-05-12
2845,Daniel,Shelton,148978.42,107.0,FIN01,,2028-07-04
2846,Jeremy,Powell,64494.55,,FIN01,,2022-01-26
2847,James,Carter,,,REC01,,2030-02-12
2848,James,Flores,,115.0,REC01,9999.0,2014-11-28
2849,Zachary,Hernandez,53804.72,106.0,REC01,,2029-05-17
2850,Adam,Hicks,0.0,999.0,DDS01,9999.0,2029-07-19
2851,Elizabeth,Chen,,999.0,IT01,9999.0,2014-10-09
2852,Lisa,Hernandez,244057.21,999.0,SUR01,3534.0,2027-08-30
2853,Chris,Wilson,,106.0,HR01,2641.0,2028-08-31
2854,Thomas,Hernandez,0.0,114.0,IT01,9999.0,2018-10-16
2855,Veronica,Gomez,0.0,,BIL01,9999.0,2030-04-20
2856,Elizabeth,Lowery,,999.0,HR01,9999.0,2027-12-29
2857,Patrick,Simon,88317.9,999.0,HYG01,,2028-10-08
2858,Joseph,Maddox,0.0,108.0,HR01,2382.0,2022-05-26
2859,Michelle,Evans,61095.27,999.0,HR01,2022.0,2029-10-31
2860,Danny,Marshall,0.0,,SUR01,3956.0,2016-01-31
2861,Brandon,Anderson,0.0,999.0,REC01,9999.0,2027-08-06
2862,Abigail,Howe,0.0,113.0,IT01,,2029-06-22
2863,Erik,Roberts,,999.0,HR01,9999.0,2027-08-24
2864,Brandi,Garcia,0.0,,FIN01,,2018-05-21
2865,Carrie,Stone,248674.62,999.0,SUR01,,2012-10-28
2866,Martin,Thompson,,102.0,IT01,,2030-03-04
2867,James,Powell,0.0,999.0,BIL01,,2029-08-30
2868,Isaac,Gonzales,47469.59,112.0,IT01,9999.0,2028-09-13
2869,Joseph,Irwin,,,AST01,,2022-04-05
2870,Thomas,Johnson,0.0,107.0,REC01,9999.0,2014-02-28
2871,Robert,Harris,0.0,109.0,MGR01,9999.0,2017-03-28
2872,Jesse,Warren,,108.0,HR01,3225.0,2024-11-10
2873,Amber,Chaney,99864.27,,SUR01,2057.0,2028-03-02
2874,Toni,Morrison,0.0,999.0,MGR01,2342.0,2030-03-26
2875,Steven,Gaines,88595.93,999.0,SUR01,,2020-01-03
2876,Zachary,Patel,,,HYG01,,2015-11-25
2877,Alice,Rodriguez,55105.96,,HYG01,9999.0,2028-07-04
2878,Stephen,Stanton,,999.0,AST01,9999.0,2029-04-27
2879,Sharon,Lane,0.0,108.0,HR01,2686.0,2027-11-21
2880,Brian,Griffin,207064.7,104.0,SUR01,3262.0,2028-02-07
2881,Kyle,Francis,,,SUR01,2413.0,2028-01-10
2882,Jessica,Hunter,,,DDS01,,2027-08-03
2883,Michele,Potts,111344.67,999.0,SUR01,,2021-08-16
2884,Jennifer,Thomas,0.0,999.0,MGR01,9999.0,2028-12-26
2885,,Delgado,245069.35,104.0,AST01,3299.0,2017-04-07
2886,Joseph,Wright,259316.92,109.0,REC01,9999.0,2030-01-25
2887,Alexandra,Ingram,,999.0,REC01,9999.0,2023-04-04
2888,Claire,Robinson,,,AST01,,2027-12-19
2889,,White,132726.44,,MGR01,9999.0,2022-07-12
2890,Charles,Rodriguez,,999.0,AST01,2984.0,2027-08-29
2891,Cynthia,Osborne,0.0,999.0,HR01,,2029-05-27
2892,Robert,Shea,0.0,110.0,HR01,2837.0,2022-07-09
2893,Todd,Huber,0.0,999.0,DDS01,,2027-08-02
2894,Diana,Harris,100741.16,,AST01,9999.0,2019-07-14
2895,Lauren,Riley,0.0,999.0,HYG01,3723.0,2025-09-27
2896,Rebekah,Paul,0.0,115.0,AST01,3061.0,2028-09-16
2897,Cassandra,Reynolds,0.0,,HYG01,,2027-06-25
2898,Tiffany,Hill,,112.0,REC01,9999.0,2029-07-07
2899,Martha,MILLER,0.0,999.0,HR01,9999.0,2028-12-27
2900,Elizabeth,Martin,90544.72,109.0,AST01,9999.0,2011-07-20
2901,Matthew,Hall,,999.0,AST01,9999.0,2016-03-15
2902,Steve,Sparks,59780.36,110.0,DDS01,,2013-10-11
2903,,Sanchez,178962.45,102.0,FIN01,3069.0,2027-10-07
2904,Thomas,Wheeler,,,BIL01,,2029-04-26
2905,Mary,Casey,132040.21,,IT01,3651.0,2014-02-19
2906,Kelly,Thompson,257758.54,110.0,SUR01,9999.0,2029-09-06
2907,Elizabeth,Campbell,,111.0,DDS01,9999.0,2028-10-18
2908,Robin,Thomas,0.0,108.0,FIN01,,2028-05-10
2909,Alejandro,Pratt,,999.0,REC01,3853.0,2027-12-24
2910,Charles,Welch,0.0,109.0,REC01,,2023-12-21
2911,Brent,Hill,,,SUR01,9999.0,2014-08-14
2912,Seth,Brooks,,112.0,REC01,,2030-03-05
2913,Deborah,Leonard,251427.5,111.0,HYG01,9999.0,2028-08-24
2914,Suzanne,Barrera,0.0,999.0,MGR01,,2029-01-30
2915,Heather,Wilson,,102.0,HYG01,,2015-07-28
2916,Alexis,Johnson,0.0,,HR01,9999.0,2014-06-03
2917,Julie,Ramirez,201239.5,999.0,HYG01,9999.0,2020-05-02
2918,Vanessa,Harper,,114.0,AST01,9999.0,2029-01-04
2919,Jason,Perez,0.0,999.0,REC01,,2014-12-06
2920,Wendy,Robles,,999.0,BIL01,,2016-04-18
2921,Nathan,Martinez,259919.57,999.0,HR01,2107.0,2028-01-20
2922,Brandon,Watson,81614.44,,BIL01,,2029-11-05
2923,Heather,Ray,0.0,115.0,HYG01,9999.0,2028-03-15
2924,Chloe,Garcia,0.0,,IT01,3340.0,2017-11-25
2925,Dakota,Rogers,0.0,999.0,FIN01,3333.0,2027-06-27
2926,Steven,Medina,,111.0,BIL01,3896.0,2026-04-10
2927,Matthew,Carroll,0.0,999.0,SUR01,2888.0,2029-07-06
2928,Joshua,Maldonado,203236.34,999.0,IT01,9999.0,2011-11-24
2929,Amanda,George,,101.0,IT01,2238.0,2022-03-23
2930,Kristin,Alvarez,0.0,,FIN01,9999.0,2016-10-18
2931,Sydney,Berry,0.0,103.0,HR01,2666.0,2012-03-13
2932,Melvin ,Roberts,0.0,108.0,SUR01,9999.0,2022-03-22
2933,Anna,Benjamin,182793.6,999.0,DDS01,,2013-12-05
2934,Jennifer,Miller,174374.13,102.0,MGR01,,2027-11-04
2935,Brian,Moore,102117.53,,AST01,9999.0,2028-09-30
2936,William,Ward,,999.0,DDS01,3045.0,2016-09-25
2937,Lisa,Walsh,236504.4,999.0,REC01,9999.0,2029-05-04
2938,Angela,Holland,,111.0,REC01,,2011-09-09
2939,Teresa,Mathews,0.0,,BIL01,9999.0,2019-01-18
2940,Jessica,Stone,82729.91,,HYG01,2776.0,2017-07-31
2941,Matthew,Wright,,111.0,AST01,,2027-11-26
2942,,Maldonado,131745.88,107.0,MGR01,3603.0,2018-06-09
2943,Jennifer,Fisher,0.0,999.0,FIN01,,2028-11-08
2944,Jason,Wallace,217930.77,999.0,IT01,9999.0,2029-09-28
2945,Nicole,Barber,0.0,103.0,DDS01,9999.0,2027-09-09
2946,Kimberly,Oliver,0.0,,IT01,,2023-01-12
2947,Kim,Byrd,,999.0,HYG01,3805.0,2029-09-28
2948,Rebecca,Mitchell,65732.34,999.0,FIN01,2491.0,2018-04-11
2949,Alyssa,Mendoza,158355.62,999.0,IT01,9999.0,2018-02-11
2950,Nathan,Jackson,167454.15,107.0,HR01,3262.0,2012-12-22
2951,Bradley,Jennings,0.0,999.0,AST01,9999.0,2029-03-19
2952,Kelly,Suarez,96765.77,106.0,HR01,,2021-05-18
2953,Jessica,Powell,0.0,999.0,REC01,3742.0,2029-09-27
2954,,Mitchell,,,IT01,9999.0,2017-08-21
2955,Christopher,Cole,,,BIL01,2724.0,2017-06-01
2956,Katherine,Robbins,,104.0,HR01,9999.0,2013-12-20
2957,Stacey,Acosta,196025.69,,HR01,,2029-11-21
2958,Amy,Blanchard,0.0,,HR01,2331.0,2027-10-04
2959,Angela,RAMIREZ,,101.0,DDS01,,2029-03-09
2960,Stephanie,Elliott,,,AST01,9999.0,2028-04-22
2961,Laura,Hoffman,0.0,,DDS01,2269.0,2017-02-16
2962,,Cowan,202420.66,,HR01,9999.0,2011-07-19
2963,Sarah,Ali,0.0,999.0,REC01,3047.0,2012-06-29
2964,Jennifer,Sanders,,,SUR01,3446.0,2021-05-07
2965,Caleb,Logan,97758.36,107.0,HR01,2560.0,2023-03-29
2966,Eric,PARKER,0.0,999.0,BIL01,3297.0,2011-08-15
2967,Jacqueline,Dickson,56880.76,,SUR01,,2028-07-06
2968,Amber,Nielsen,0.0,106.0,FIN01,,2029-11-30
2969,Natalie,Chapman,,102.0,BIL01,3370.0,2018-10-05
2970,Frank,Lee,0.0,106.0,FIN01,,2020-12-09
2971,Mathew,Joseph,215795.11,999.0,SUR01,9999.0,2013-12-16
2972,Breanna,Santos,,999.0,DDS01,2971.0,2019-03-03
2973,Robert,Cook,0.0,,HR01,9999.0,2014-02-13
2974,Robin,Li,160889.97,999.0,REC01,9999.0,2013-04-25
2975,Craig,Saunders,0.0,,AST01,9999.0,2013-02-14
2976,Laura,Smith,0.0,105.0,FIN01,2376.0,2024-07-14
2977,Karl,Williams,,999.0,REC01,9999.0,2028-08-25
2978,Brittany,Strickland,72393.78,999.0,AST01,,2014-10-04
2979,Heather,Brock,245878.05,111.0,DDS01,3686.0,2015-04-14
2980,Alyssa,Wilson,0.0,999.0,HR01,9999.0,2014-05-24
2981,Emily,May,188969.72,,AST01,9999.0,2029-06-02
2982,Susan ,Garcia,0.0,999.0,REC01,9999.0,2027-07-30
2983,Sharon,Alexander,232874.82,,AST01,9999.0,2029-02-10
2984,Mark,Jones,,,AST01,,2023-11-26
2985,Steven,Barry,193939.78,105.0,FIN01,3812.0,2029-07-12
2986,Susan,Haynes,0.0,107.0,DDS01,9999.0,2013-09-04
2987,Brandi,Thompson,0.0,115.0,REC01,2270.0,2014-06-04
2988,,Rodriguez,267262.98,999.0,SUR01,,2015-12-26
2989,Jonathan,Oliver,,,MGR01,2316.0,2014-08-31
2990,Alexander,Santos,234732.73,,AST01,9999.0,2029-06-29
2991,James,PATEL,,,HYG01,9999.0,2029-07-17
2992,Monica,Miller,,106.0,BIL01,,2024-08-31
2993,George,Thomas,184036.47,999.0,HR01,9999.0,2018-06-26
2994,David,Marks,,115.0,REC01,,2028-10-04
2995,Joseph,Waters,45501.12,999.0,HR01,,2020-01-12
2996,Joel,Daniels,232369.45,,AST01,9999.0,2027-07-30
2997,Abigail,Patterson,,,FIN01,9999.0,2030-04-27
2998,Jeffrey,Mayer,195409.47,,MGR01,,2028-05-14
2999,Ryan,Kelley,0.0,999.0,HYG01,9999.0,2014-09-11
3000,Mary ,Schultz,0.0,108.0,BIL01,3886.0,2020-01-22
3001,Theodore,Lewis,,999.0,SUR01,,2022-01-22
3002,David,May,0.0,,BIL01,3501.0,2028-06-03
3003,Tasha,Taylor,0.0,114.0,AST01,2061.0,2027-05-19
3004,Chris,Bryan,232153.59,113.0,MGR01,9999.0,2014-03-21
3005,Jonathan,Moon,0.0,112.0,DDS01,2587.0,2019-05-02
3006,Heather,Davila,160757.95,,FIN01,,2028-01-04
3007,Whitney,Jones,81064.15,,HR01,3947.0,2012-10-01
3008,Tracy,Alexander,0.0,110.0,IT01,9999.0,2028-05-15
3009,Brooke,Wright,,,HYG01,,2024-04-10
3010,Paul,Bradford,,999.0,FIN01,2218.0,2019-11-05
3011,Andrew,WADE,91396.96,,FIN01,9999.0,2018-05-27
3012,Jason,Cain,,,MGR01,,2027-06-05
3013,James,Robinson,0.0,111.0,MGR01,,2023-08-11
3014,Regina,Johnson,0.0,114.0,IT01,2594.0,2020-12-09
3015,Martin,Andrews,98261.12,999.0,MGR01,3339.0,2020-11-17
3016,Michael,Tyler,,108.0,FIN01,,2027-05-17
3017,Jean,Gray,,104.0,AST01,9999.0,2017-06-19
3018,Laura,Johnson,,109.0,BIL01,3021.0,2030-04-07
3019,Sheila,Wu,,102.0,REC01,9999.0,2029-05-05
3020,Richard,Roth,146670.44,999.0,REC01,2999.0,2028-05-08
3021,Charlotte,Howard,,999.0,HYG01,,2030-01-18
3022,Nancy,Lopez,0.0,999.0,MGR01,3318.0,2020-06-14
3023,Brian,JEFFERSON,,114.0,HYG01,,2027-07-11
3024,Natalie,Richardson,233206.64,102.0,HR01,3498.0,2027-09-30
3025,Steven,Taylor,,999.0,REC01,,2023-07-01
3026,Stephanie,Garcia,78468.17,999.0,DDS01,9999.0,2029-01-23
3027,Jack,Mcdonald,153884.22,104.0,REC01,9999.0,2029-11-27
3028,Noah,Salinas,107998.22,999.0,REC01,,2013-07-24
3029,Sarah,Parker,,103.0,IT01,,2029-12-06
3030,Sherry,Harris,0.0,,HYG01,3685.0,2013-08-16
3031,Rebecca,Rodriguez,0.0,999.0,AST01,,2025-07-03
3032,Thomas,Perry,0.0,,IT01,9999.0,2022-01-22
3033,Donald,Ruiz,0.0,102.0,HR01,9999.0,2022-02-21
3034,Barry,Mann,94711.58,999.0,BIL01,3181.0,2028-12-03
3035,Angela,GARCIA,0.0,999.0,BIL01,,2028-06-22
3036,Jennifer,Potts,220968.66,115.0,AST01,,2028-03-26
3037,Michelle,Hoffman,0.0,999.0,FIN01,9999.0,2028-03-12
3038,Evelyn,Stewart,65152.64,999.0,HYG01,9999.0,2029-05-04
3039,Allen,Parker,,999.0,HR01,3650.0,2030-02-19
3040,Amy,Rodriguez,,,HR01,,2028-12-27
3041,Heather,WADE,0.0,,DDS01,,2024-08-14
3042,,Meyer,,999.0,BIL01,9999.0,2029-03-02
3043,Melissa,Brooks,,999.0,FIN01,,2016-03-08
3044,James,Barker,,,SUR01,3059.0,2028-11-02
3045,Richard,Myers,,999.0,BIL01,,2019-06-01
3046,Jesse,Ramirez,0.0,103.0,FIN01,9999.0,2016-03-29
3047,Andrea,Daniels,0.0,,REC01,2382.0,2018-11-17
3048,Robert,Myers,,,HYG01,3350.0,2029-02-09
3049,Rachel,Lawrence,178251.55,,HYG01,9999.0,2020-09-20
3050,James,Hines,,115.0,DDS01,2800.0,2028-10-13
3051,Johnathan,Stevenson,,,AST01,,2015-09-28
3052,Melinda,Jacobs,190179.08,,AST01,,2020-02-12
3053,Joshua,Mcfarland,0.0,999.0,BIL01,3048.0,2013-07-25
3054,Victoria,Green,0.0,112.0,SUR01,,2030-02-02
3055,Katie,Brown,0.0,,SUR01,9999.0,2027-06-22
3056,Christopher,Wright,,999.0,AST01,9999.0,2028-08-08
3057,Tina,Schneider,,999.0,FIN01,,2025-01-19
3058,Margaret,Fleming,251515.78,108.0,FIN01,3821.0,2028-09-15
3059,Maria,Perkins,0.0,,BIL01,2061.0,2019-12-19
3060,Michael,Lee,,106.0,DDS01,,2021-11-24
3061,Holly ,Thomas,,115.0,REC01,3150.0,2029-08-08
3062,Taylor,Moore,0.0,999.0,HR01,9999.0,2029-06-01
3063,Henry,Bruce,,,IT01,2862.0,2013-02-19
3064,Stephanie,Guerra,,999.0,IT01,9999.0,2011-07-13
3065,Maria,Cain,0.0,,IT01,3320.0,2023-02-07
3066,Jonathan,Wolfe,,107.0,FIN01,,2028-09-07
3067,Robert,Avery,0.0,115.0,DDS01,,2023-09-01
3068,Lydia,Hooper,0.0,,SUR01,2463.0,2016-08-14
3069,David,Miller,168638.42,999.0,DDS01,3777.0,2030-01-05
3070,Margaret,Fields,0.0,,AST01,9999.0,2013-02-18
3071,Todd,Pineda,0.0,,MGR01,,2024-05-27
3072,Angela,Avila,,999.0,REC01,2988.0,2021-12-12
3073,Jessica,Alvarado,237174.68,999.0,HYG01,3505.0,2015-04-22
3074,,Johnson,,,FIN01,,2022-01-30
3075,Daniel,Harrison,0.0,999.0,AST01,9999.0,2022-02-07
3076,Jennifer,Warren,0.0,,HR01,2384.0,2028-12-14
3077,Diane,Graves,194128.08,108.0,DDS01,3525.0,2011-11-21
3078,Melanie,Lewis,,,BIL01,9999.0,2015-05-17
3079,Lindsay,Rivera,161823.17,,HR01,2757.0,2022-02-26
3080,John,Gibbs,0.0,999.0,HYG01,,2027-06-10
3081,Lance,Johnson,95503.35,115.0,HYG01,,2016-06-14
3082,Erin,Benson,,,IT01,2207.0,2027-07-23
3083,Kelly,Morrison,0.0,999.0,MGR01,2006.0,2021-10-04
3084,Matthew,Levy,0.0,104.0,AST01,9999.0,2025-01-27
3085,Daniel,Allen,,,HYG01,2042.0,2030-04-21
3086,,Miller,,110.0,HYG01,3000.0,2028-01-08
3087,Robert ,Moore,111851.47,999.0,HYG01,2342.0,2025-03-27
3088,Charles,Taylor,0.0,999.0,IT01,,2029-01-16
3089,Lawrence,HARRIS,0.0,999.0,MGR01,2991.0,2027-08-07
3090,Jessica,Taylor,0.0,,FIN01,3019.0,2018-02-11
3091,David,Estrada,216203.98,,MGR01,3308.0,2027-09-01
3092,Dawn,Flores,,999.0,FIN01,,2029-07-08
3093,Cassandra,Conway,0.0,,HR01,9999.0,2014-01-01
3094,Fernando,Hess,124809.5,,IT01,9999.0,2015-11-30
3095,John,Henderson,173372.4,,DDS01,2590.0,2030-05-01
3096,Stephanie,Thompson,,105.0,DDS01,,2016-06-20
3097,Katelyn,Stephens,0.0,999.0,AST01,2317.0,2029-11-20
3098,Logan,Wong,63565.13,,HR01,,2022-12-01
3099,Shannon,Clark,,,BIL01,9999.0,2028-03-19
3100,Thomas,Hodges,,109.0,REC01,,2011-07-18
3101,Megan,Simmons,,102.0,MGR01,,2028-05-07
3102,Courtney,Brown,,,HR01,9999.0,2012-03-20
3103,Jared,Singleton,0.0,,DDS01,9999.0,2028-09-12
3104,Maria,West,0.0,108.0,HYG01,2173.0,2028-09-30
3105,Roy,Chavez,,114.0,SUR01,9999.0,2019-11-24
3106,Jasmine,Wallace,0.0,111.0,DDS01,9999.0,2027-12-20
3107,Stephanie,Ortiz,60442.67,110.0,SUR01,3064.0,2014-09-26
3108,Matthew,Miller,134864.2,,MGR01,2990.0,2018-02-20
3109,Michelle,Burke,196376.64,107.0,AST01,3302.0,2025-11-29
3110,James,Rogers,0.0,,HYG01,,2027-05-20
3111,Alfred,Curtis,0.0,113.0,AST01,,2029-01-15
3112,Nicole,RAMIREZ,,999.0,DDS01,9999.0,2029-12-05
3113,Amy,Little,,105.0,BIL01,,2025-08-26
3114,Kristen,Potter,85134.28,999.0,IT01,9999.0,2030-02-10
3115,Thomas,Chen,,,HR01,9999.0,2028-09-20
3116,Joshua,Smith,0.0,999.0,BIL01,,2024-01-11
3117,Edward,Casey,235873.84,101.0,SUR01,9999.0,2016-04-13
3118,Andrew,Barton,154574.99,999.0,AST01,3629.0,2022-06-05
3119,Anthony,Johnson,257146.43,,IT01,2234.0,2023-08-23
3120,Brittney,Wright,,999.0,FIN01,,2019-05-29
3121,Donald,Smith,201135.27,999.0,HYG01,,2023-03-21
3122,Scott,Lawson,91814.11,115.0,BIL01,,2025-05-25
3123,Charles,Rosales,,104.0,BIL01,,2028-01-30
3124,Monique,Nguyen,,,AST01,3789.0,2018-02-25
3125,Robert,Huynh,0.0,,REC01,2046.0,2028-05-09
3126,Courtney,Kelly,,999.0,HR01,3178.0,2028-10-23
3127,Frank,Garcia,,111.0,REC01,,2029-01-05
3128,Amanda,Harvey,0.0,999.0,IT01,3868.0,2020-06-26
3129,Drew,Brewer,206710.89,106.0,MGR01,,2022-08-23
3130,Ann,Medina,,109.0,IT01,,2028-08-01
3131,Donald,Serrano,49931.95,101.0,DDS01,9999.0,2028-11-17
3132,Fred,Taylor,,,IT01,3125.0,2022-08-07
3133,Jeffery,Mendoza,,107.0,FIN01,2487.0,2019-08-28
3134,Heather,RIDDLE,0.0,110.0,DDS01,3642.0,2021-04-13
3135,Lawrence,Phillips,,999.0,AST01,3823.0,2028-02-06
3136,Vickie,White,,109.0,SUR01,9999.0,2028-08-25
3137,Jenny,Johnson,0.0,999.0,MGR01,,2027-11-21
3138,Jacqueline,Wong,0.0,,MGR01,2160.0,2024-01-17
3139,Jessica,Powell,130649.7,101.0,HYG01,,2029-06-23
3140,James,BURNETT,,114.0,IT01,,2028-11-11
3141,Peggy,GARCIA,,999.0,REC01,9999.0,2021-05-20
3142,Erin,Thompson,,,DDS01,9999.0,2019-04-06
3143,Jorge,Harrison,0.0,999.0,MGR01,3540.0,2022-06-18
3144,Hector,Larson,0.0,,AST01,9999.0,2029-03-26
3145,Eric,Stone,99792.19,999.0,SUR01,,2023-06-27
3146,Rhonda,Walker,,,HYG01,,2021-01-21
3147,Ryan,Stewart,,108.0,DDS01,2900.0,2029-07-08
3148,Denise,Figueroa,95103.77,110.0,HYG01,9999.0,2029-07-16
3149,Brandon,Willis,,103.0,FIN01,3290.0,2023-09-10
3150,Erica,Golden,0.0,,MGR01,,2020-03-28
3151,Erin,Smith,,999.0,FIN01,,2016-08-27
3152,Terri,Carter,71031.99,104.0,HR01,9999.0,2029-03-25
3153,Kenneth,Gibson,0.0,,IT01,,2029-11-03
3154,Kimberly,Sawyer,,115.0,HYG01,9999.0,2020-10-08
3155,Bradley,Owens,0.0,999.0,HR01,,2016-08-11
3156,Amanda,Patterson,0.0,102.0,MGR01,3963.0,2029-04-19
3157,Jasmine,Wheeler,,999.0,REC01,,2029-08-23
3158,Greg,Mccoy,,,SUR01,9999.0,2014-04-06
3159,Aaron,Knapp,0.0,109.0,FIN01,,2028-07-20
3160,Brenda,Arnold,235398.85,999.0,FIN01,,2017-12-28
3161,Maria,Gregory,,109.0,AST01,,2025-02-17
3162,Joshua ,Escobar,0.0,,DDS01,3521.0,2015-09-02
3163,Brandon,Sexton,0.0,999.0,BIL01,,2027-12-16
3164,Leslie,Fischer,,,DDS01,9999.0,2015-07-18
3165,Collin,Collins,0.0,999.0,IT01,,2028-11-27
3166,Jennifer,Brown,0.0,102.0,IT01,3834.0,2029-01-11
3167,Justin,Callahan,180258.6,,FIN01,,2017-02-14
3168,Connie,Olson,,,DDS01,2652.0,2020-07-30
3169,Timothy,Newton,0.0,999.0,HYG01,9999.0,2029-03-09
3170,Steven,Davis,156926.22,115.0,SUR01,,2012-12-18
3171,Michelle,Taylor,237921.7,999.0,DDS01,3848.0,2019-12-07
3172,Kevin,Rodriguez,0.0,999.0,IT01,9999.0,2018-10-11
3173,Austin,Dunlap,,,AST01,,2013-05-29
3174,Theresa,Pratt,126355.87,112.0,AST01,3489.0,2027-12-26
3175,Tami,Hill,162954.15,999.0,HYG01,2644.0,2029-12-02
3176,Kristen,Morales,0.0,999.0,SUR01,9999.0,2022-05-13
3177,Victoria,Allen,,108.0,REC01,2992.0,2028-09-30
3178,Tara,Maldonado,0.0,112.0,IT01,,2016-06-28
3179,Francisco,Horton,,,BIL01,9999.0,2021-03-14
3180,Jessica,Blankenship,114023.13,,HR01,,2027-10-18
3181,Anthony,Stewart,,,HYG01,2666.0,2029-03-29
3182,Loretta,Bryant,,112.0,FIN01,,2029-11-06
3183,Gary,Griffin,,999.0,BIL01,,2029-05-07
3184,Marissa,Morris,104960.86,,DDS01,3491.0,2028-09-27
3185,Virginia,Foster,83303.08,999.0,AST01,9999.0,2028-08-14
3186,Kathy ,Fuentes,229554.96,999.0,DDS01,,2013-08-26
3187,Monica,Snow,0.0,999.0,BIL01,,2022-10-21
3188,Bradley,Yates,261203.17,114.0,MGR01,9999.0,2013-07-09
3189,Kenneth,Evans,114337.28,999.0,HYG01,2506.0,2027-12-29
3190,Amber,Nelson,,114.0,DDS01,2156.0,2027-08-17
3191,Charles,MCNEIL,0.0,,BIL01,9999.0,2027-07-28
3192,Bryan,Richardson,150548.3,999.0,REC01,,2028-10-24
3193,Anna,Martinez,,999.0,HR01,9999.0,2021-07-05
3194,Clayton,STARK,0.0,112.0,HR01,2926.0,2012-01-10
3195,Wendy,Dixon,,106.0,HYG01,9999.0,2023-01-29
3196,Alexis,Ray,181484.19,,DDS01,,2018-03-24
3197,Patricia,Bauer,122709.75,,DDS01,9999.0,2029-05-02
3198,Alexis,Fernandez,,999.0,IT01,,2028-08-13
3199,Matthew,Parker,63729.89,999.0,DDS01,,2016-04-23
3200,Samuel,Nelson,145648.29,,AST01,3014.0,2029-12-24
3201,Christina,Lee,,999.0,MGR01,9999.0,2030-04-04
3202,Diane,Richardson,,999.0,MGR01,9999.0,2027-12-06
3203,Anthony,Hudson,0.0,112.0,DDS01,9999.0,2028-08-13
3204,Shawn,Morgan,273461.37,999.0,MGR01,2384.0,2024-10-04
3205,Sherry,Leon,181724.53,999.0,DDS01,3145.0,2029-12-26
3206,Stephen,Cox,0.0,,REC01,9999.0,2029-12-16
3207,Dylan,Jackson,181307.0,112.0,FIN01,2573.0,2028-10-25
3208,Douglas,Barber,,999.0,SUR01,,2028-12-17
3209,Robert,Hopkins,0.0,103.0,BIL01,,2020-04-20
3210,Gabriel,Washington,,,SUR01,,2015-12-08
3211,Jessica,Murphy,,999.0,FIN01,9999.0,2022-01-06
3212,Jason,Thomas,0.0,,REC01,,2029-08-03
3213,Paul,Reynolds,125081.51,,HR01,,2028-07-20
3214,Justin,Kelly,,106.0,SUR01,9999.0,2020-03-20
3215,,Horne,116389.86,,FIN01,,2013-02-25
3216,Bradley,Adams,0.0,,FIN01,9999.0,2014-04-29
3217,Vanessa,Adams,0.0,,DDS01,,2016-09-20
3218,Lisa,Malone,207297.1,114.0,DDS01,,2025-11-23
3219,Bradley,Rodriguez,,114.0,BIL01,9999.0,2025-10-28
3220,Seth,Mills,0.0,,HR01,3057.0,2028-11-26
3221,Sandra,Aguilar,0.0,999.0,IT01,2546.0,2012-10-06
3222,Stephanie,Wilson,0.0,112.0,HYG01,,2028-04-02
3223,Laura,Brown,,102.0,HYG01,3880.0,2025-06-06
3224,Sara,Cruz,221346.19,999.0,SUR01,,2023-08-08
3225,Elizabeth,Lucas,0.0,999.0,HR01,,2016-03-24
3226,Anthony,Brown,117574.43,114.0,REC01,2558.0,2013-03-04
3227,Jennifer,Stephenson,,999.0,DDS01,,2018-11-30
3228,Nancy,Hernandez,0.0,,SUR01,9999.0,2027-09-21
3229,Alyssa,Coffey,,999.0,SUR01,3583.0,2028-12-05
3230,Samuel,Henderson,196416.4,108.0,BIL01,9999.0,2027-06-08
3231,Isaiah,Smith,119145.57,,HR01,3780.0,2020-04-11
3232,Samuel,Gibson,,105.0,DDS01,9999.0,2020-03-07
3233,Lisa,Frazier,0.0,,BIL01,3708.0,2030-05-04
3234,Renee,Walker,54229.66,999.0,REC01,,2029-01-20
3235,Jessica,Allen,,999.0,FIN01,9999.0,2016-09-13
3236,Scott,Riley,265780.06,105.0,HR01,,2028-09-28
3237,Stacy ,Weber,,105.0,HR01,2378.0,2024-09-04
3238,Stephanie,Vargas,,,IT01,,2013-06-30
